0,0,1
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,3
0,7,0
0,8,0
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
0,31,1
0,32,2
0,33,1
0,34,1
0,35,1
0,36,1
0,37,1
0,38,1
0,39,1
0,40,1
0,41,1
0,42,1
1,0,0
1,1,1
1,2,0
1,3,0
1,4,0
1,5,0
1,6,3
1,7,0
1,8,0
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
1,31,1
1,32,2
1,33,1
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,39,1
1,40,1
1,41,1
1,42,1
2,0,0
2,1,0
2,2,1
2,3,0
2,4,0
2,5,0
2,6,3
2,7,0
2,8,0
2,9,1
2,10,1
2,11,1
2,12,1
2,13,1
2,14,1
2,15,1
2,16,1
2,17,1
2,18,1
2,19,1
2,20,1
2,21,1
2,22,1
2,23,1
2,24,1
2,25,1
2,26,1
2,27,1
2,28,1
2,29,1
2,30,1
2,31,1
2,32,2
2,33,1
2,34,1
2,35,1
2,36,1
2,37,1
2,38,1
2,39,1
2,40,1
2,41,1
2,42,1
3,0,0
3,1,0
3,2,0
3,3,1
3,4,0
3,5,0
3,6,3
3,7,0
3,8,0
3,9,1
3,10,1
3,11,1
3,12,1
3,13,1
3,14,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
3,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,2
3,33,1
3,34,1
3,35,1
3,36,1
3,37,1
3,38,1
3,39,1
3,40,1
3,41,1
3,42,1
4,0,0
4,1,0
4,2,0
4,3,0
4,4,1
4,5,0
4,6,3
4,7,0
4,8,0
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,1
4,22,1
4,23,1
4,24,1
4,25,1
4,26,1
4,27,1
4,28,1
4,29,1
4,30,1
4,31,1
4,32,2
4,33,1
4,34,1
4,35,1
4,36,1
4,37,1
4,38,1
4,39,1
4,40,1
4,41,1
4,42,1
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,1
5,6,0
5,7,0
5,8,0
5,9,1
5,10,1
5,11,1
5,12,1
5,13,1
5,14,1
5,15,1
5,16,1
5,17,1
5,18,1
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,24,1
5,25,1
5,26,1
5,27,1
5,28,1
5,29,1
5,30,1
5,31,1
5,32,2
5,33,1
5,34,1
5,35,1
5,36,1
5,37,1
5,38,1
5,39,1
5,40,1
5,41,1
5,42,1
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,3
7,7,1
7,8,0
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,1
7,17,1
7,18,1
7,19,1
7,20,1
7,21,1
7,22,1
7,23,1
7,24,1
7,25,1
7,26,1
7,27,1
7,28,1
7,29,1
7,30,1
7,31,1
7,32,2
7,33,1
7,34,1
7,35,1
7,36,1
7,37,1
7,38,1
7,39,1
7,40,1
7,41,1
7,42,1
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,3
8,7,0
8,8,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,15,1
8,16,1
8,17,1
8,18,1
8,19,1
8,20,1
8,21,1
8,22,1
8,23,1
8,24,1
8,25,1
8,26,1
8,27,1
8,28,1
8,29,1
8,30,1
8,31,1
8,32,2
8,33,1
8,34,1
8,35,1
8,36,1
8,37,1
8,38,1
8,39,1
8,40,1
8,41,1
8,42,1
9,0,1
9,1,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,3
9,7,1
9,8,1
9,9,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,1
9,16,1
9,17,1
9,18,1
9,19,1
9,20,1
9,21,1
9,22,1
9,23,1
9,24,1
9,25,1
9,26,1
9,27,1
9,28,1
9,29,1
9,30,1
9,31,1
9,32,2
9,33,1
9,34,1
9,35,1
9,36,1
9,37,1
9,38,1
9,39,1
9,40,1
9,41,2
9,42,1
10,0,1
10,1,1
10,2,1
10,3,1
10,4,1
10,5,1
10,6,3
10,7,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,1
10,19,1
10,20,1
10,21,1
10,22,1
10,23,1
10,24,1
10,25,1
10,26,1
10,27,1
10,28,1
10,29,1
10,30,1
10,31,1
10,32,2
10,33,1
10,34,1
10,35,1
10,36,1
10,37,1
10,38,1
10,39,1
10,40,1
10,41,1
10,42,2
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,2
11,7,0
11,8,0
11,9,0
11,10,0
11,11,1
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
11,31,0
11,32,2
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
11,38,0
11,39,0
11,40,0
11,41,2
11,42,2
12,0,1
12,1,1
12,2,1
12,3,1
12,4,1
12,5,1
12,6,3
12,7,1
12,8,1
12,9,1
12,10,1
12,11,1
12,12,1
12,13,2
12,14,2
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
12,20,1
12,21,1
12,22,1
12,23,1
12,24,1
12,25,1
12,26,1
12,27,1
12,28,1
12,29,1
12,30,1
12,31,1
12,32,3
12,33,1
12,34,1
12,35,1
12,36,1
12,37,1
12,38,1
12,39,1
12,40,1
12,41,1
12,42,1
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,2
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,1
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0
13,27,0
13,28,0
13,29,0
13,30,0
13,31,0
13,32,2
13,33,0
13,34,0
13,35,0
13,36,0
13,37,0
13,38,0
13,39,0
13,40,0
13,41,2
13,42,2
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,2
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,1
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
14,27,0
14,28,0
14,29,0
14,30,0
14,31,0
14,32,2
14,33,0
14,34,0
14,35,0
14,36,0
14,37,0
14,38,0
14,39,0
14,40,0
14,41,2
14,42,2
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,2
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,1
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,0
15,27,0
15,28,0
15,29,0
15,30,0
15,31,0
15,32,2
15,33,0
15,34,0
15,35,0
15,36,0
15,37,0
15,38,0
15,39,0
15,40,0
15,41,2
15,42,2
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,2
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,1
16,17,0
16,18,0
16,19,0
16,20,0
16,21,0
16,22,0
16,23,0
16,24,0
16,25,0
16,26,0
16,27,0
16,28,0
16,29,0
16,30,0
16,31,0
16,32,2
16,33,0
16,34,0
16,35,0
16,36,0
16,37,0
16,38,0
16,39,0
16,40,0
16,41,2
16,42,2
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,2
17,7,0
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,0
17,17,1
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,0
17,25,0
17,26,0
17,27,0
17,28,0
17,29,0
17,30,0
17,31,0
17,32,2
17,33,0
17,34,0
17,35,0
17,36,0
17,37,0
17,38,0
17,39,0
17,40,0
17,41,2
17,42,2
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,2
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,1
18,19,0
18,20,0
18,21,0
18,22,0
18,23,0
18,24,0
18,25,0
18,26,0
18,27,0
18,28,0
18,29,0
18,30,0
18,31,0
18,32,2
18,33,0
18,34,0
18,35,0
18,36,0
18,37,0
18,38,0
18,39,0
18,40,0
18,41,2
18,42,2
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,2
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,1
19,20,0
19,21,0
19,22,0
19,23,0
19,24,0
19,25,0
19,26,0
19,27,0
19,28,0
19,29,0
19,30,0
19,31,0
19,32,2
19,33,0
19,34,0
19,35,0
19,36,0
19,37,0
19,38,0
19,39,0
19,40,0
19,41,2
19,42,2
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,2
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,1
20,21,0
20,22,0
20,23,0
20,24,0
20,25,0
20,26,0
20,27,0
20,28,0
20,29,0
20,30,0
20,31,0
20,32,2
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
20,38,0
20,39,0
20,40,0
20,41,2
20,42,2
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,2
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,1
21,22,0
21,23,0
21,24,0
21,25,0
21,26,0
21,27,0
21,28,0
21,29,0
21,30,0
21,31,0
21,32,2
21,33,0
21,34,0
21,35,0
21,36,0
21,37,0
21,38,0
21,39,0
21,40,0
21,41,2
21,42,2
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,2
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,1
22,23,0
22,24,0
22,25,0
22,26,0
22,27,0
22,28,0
22,29,0
22,30,0
22,31,0
22,32,2
22,33,0
22,34,0
22,35,0
22,36,0
22,37,0
22,38,0
22,39,0
22,40,0
22,41,2
22,42,2
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,2
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,1
23,24,0
23,25,0
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,2
23,33,0
23,34,0
23,35,0
23,36,0
23,37,0
23,38,0
23,39,0
23,40,0
23,41,2
23,42,2
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,2
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,1
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,2
24,33,0
24,34,0
24,35,0
24,36,0
24,37,0
24,38,0
24,39,0
24,40,0
24,41,2
24,42,2
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,2
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,0
25,25,1
25,26,0
25,27,0
25,28,0
25,29,0
25,30,0
25,31,0
25,32,2
25,33,0
25,34,0
25,35,0
25,36,0
25,37,0
25,38,0
25,39,0
25,40,0
25,41,2
25,42,2
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,2
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,0
26,17,0
26,18,0
26,19,0
26,20,0
26,21,0
26,22,0
26,23,0
26,24,0
26,25,0
26,26,1
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,2
26,33,0
26,34,0
26,35,0
26,36,0
26,37,0
26,38,0
26,39,0
26,40,0
26,41,2
26,42,2
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,2
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,0
27,20,0
27,21,0
27,22,0
27,23,0
27,24,0
27,25,0
27,26,0
27,27,1
27,28,0
27,29,0
27,30,0
27,31,0
27,32,2
27,33,0
27,34,0
27,35,0
27,36,0
27,37,0
27,38,0
27,39,0
27,40,0
27,41,2
27,42,2
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,2
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,0
28,20,0
28,21,0
28,22,0
28,23,0
28,24,0
28,25,0
28,26,0
28,27,0
28,28,1
28,29,0
28,30,0
28,31,0
28,32,2
28,33,0
28,34,0
28,35,0
28,36,0
28,37,0
28,38,0
28,39,0
28,40,0
28,41,2
28,42,2
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,2
29,7,0
29,8,0
29,9,0
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
29,24,0
29,25,0
29,26,0
